|trigger_name|name        |error_radius|time                   |end_time               |trigger_time           |trigger_type|geo_long|geo_lat |localization_source|
|bn200731497 |TGF200731497|     34.7333|2020-07-31 11:54:23.005|2020-07-31 12:03:40.073|2020-07-31 11:55:37.599|TGF         |119.0667| 25.5833|Fermi, GBM FSW     |
|bn200718896 |TGF200718896|     28.2833|2020-07-18 21:27:51.125|2020-07-18 21:38:05.536|2020-07-18 21:30:03.191|TGF         |130.2000| 15.6333|Fermi, GBM FSW     |
|bn200718544 |TGF200718544|     34.5000|2020-07-18 13:01:16.534|2020-07-18 13:11:30.947|2020-07-18 13:03:35.001|TGF         |136.8833|  9.8000|Fermi, GBM         |
|bn200715712 |TGF200715712|     26.3833|2020-07-15 17:03:31.758|2020-07-15 17:13:46.169|2020-07-15 17:05:43.584|TGF         |137.6500| 22.4833|Fermi, GBM FSW     |
|bn200714606 |TGF200714606|     26.3333|2020-07-14 14:30:33.169|2020-07-14 14:40:23.004|2020-07-14 14:32:48.964|TGF         |277.8000| 11.8833|Fermi, GBM FSW     |
|bn200710710 |TGF200710710|     30.8000|2020-07-10 16:59:51.486|2020-07-10 17:10:05.896|2020-07-10 17:02:03.376|TGF         |266.3833| 13.7167|Fermi, GBM FSW     |
|bn200701865 |TGF200701865|     31.4000|2020-07-01 20:43:50.379|2020-07-01 20:50:07.217|2020-07-01 20:46:09.501|TGF         |294.9667|  7.2000|Fermi, GBM FSW     |
|bn200630518 |TGF200630518|     24.8333|2020-06-30 12:23:39.844|2020-06-30 12:33:54.253|2020-06-30 12:25:52.741|TGF         |280.5833|  6.9333|Fermi, GBM FSW     |
|bn200624308 |TGF200624308|     50.0000|2020-06-24 07:20:56.218|2020-06-24 07:31:10.628|2020-06-24 07:23:13.372|TGF         | 26.0333| -1.8167|Fermi, GBM FSW     |
|bn200617668 |TGF200617668|     19.3167|2020-06-17 15:59:43.468|2020-06-17 16:09:57.881|2020-06-17 16:01:55.679|TGF         |107.4333| 11.1833|Fermi, GBM         |
|bn200615889 |TGF200615889|     25.6500|2020-06-15 21:17:10.479|2020-06-15 21:27:24.891|2020-06-15 21:19:27.761|TGF         | 57.9167|  3.9500|Fermi, GBM         |
|bn200614021 |TGF200614021|     15.3167|2020-06-14 00:28:32.134|2020-06-14 00:38:46.547|2020-06-14 00:30:44.408|TGF         |281.3167| 24.0667|Fermi, GBM FSW     |
|bn200613113 |TGF200613113|     37.0333|2020-06-13 02:40:18.225|2020-06-13 02:50:32.638|2020-06-13 02:42:35.588|TGF         |346.1500|  9.6833|Fermi, GBM FSW     |
|bn200603333 |TGF200603333|     34.7667|2020-06-03 07:57:49.118|2020-06-03 08:08:03.530|2020-06-03 08:00:06.000|TGF         |301.2667| 22.9500|Fermi, GBM FSW     |
|bn200528208 |TGF200528208|     26.0500|2020-05-28 04:57:23.364|2020-05-28 05:07:37.774|2020-05-28 04:59:39.638|TGF         |112.8500| -7.5167|Fermi, GBM FSW     |
|bn200522899 |TGF200522899|     30.3167|2020-05-22 21:31:57.742|2020-05-22 21:42:12.151|2020-05-22 21:34:11.312|TGF         |115.2667| 18.7833|Fermi, GBM FSW     |
|bn200516449 |TGF200516449|     26.3500|2020-05-16 10:44:51.346|2020-05-16 10:55:05.757|2020-05-16 10:47:06.516|TGF         | 87.4167|  6.7667|Fermi, GBM         |
|bn200429020 |TGF200429020|     34.6833|2020-04-29 00:26:27.960|2020-04-29 00:36:42.373|2020-04-29 00:28:43.707|TGF         | 25.3667|  3.2500|Fermi, GBM FSW     |
|bn200404327 |TGF200404327|     30.1667|2020-04-04 07:48:26.281|2020-04-04 07:58:40.692|2020-04-04 07:50:40.427|TGF         |111.3667|  1.2667|Fermi, GBM FSW     |
|bn200404229 |TGF200404229|     50.0000|2020-04-04 05:28:46.084|2020-04-04 05:37:46.765|2020-04-04 05:29:48.021|TGF         |333.3667|  1.5833|Fermi, GBM FSW     |
|bn200328092 |TGF200328092|     30.3667|2020-03-28 02:10:00.889|2020-03-28 02:20:15.298|2020-03-28 02:12:14.123|TGF         | 46.8500|-12.7500|Fermi, GBM FSW     |
|bn200322654 |TGF200322654|     26.1667|2020-03-22 15:39:13.667|2020-03-22 15:49:28.078|2020-03-22 15:41:30.789|TGF         |113.1167| -8.2500|Fermi, GBM FSW     |
|bn200318226 |TGF200318226|     29.7667|2020-03-18 05:23:43.594|2020-03-18 05:27:41.166|2020-03-18 05:25:57.965|TGF         |283.4000|  0.2000|Fermi, GBM FSW     |
|bn200312245 |TGF200312245|     34.4833|2020-03-12 05:50:59.290|2020-03-12 06:01:13.701|2020-03-12 05:53:17.292|TGF         |115.1500|-12.8667|Fermi, GBM FSW     |
|bn200226521 |TGF200226521|     34.6833|2020-02-26 12:27:56.990|2020-02-26 12:38:11.401|2020-02-26 12:30:11.920|TGF         |129.3333|-13.2667|Fermi, GBM FSW     |
|bn200221697 |TGF200221697|     31.7833|2020-02-21 16:41:38.294|2020-02-21 16:51:52.705|2020-02-21 16:43:55.624|TGF         | 83.0500|-20.0833|Fermi, GBM FSW     |
|bn200220556 |TGF200220556|     28.6667|2020-02-20 13:17:52.099|2020-02-20 13:27:58.319|2020-02-20 13:20:03.573|TGF         | 34.0833| -9.8667|Fermi, GBM FSW     |
|bn200218664 |TGF200218664|     23.0500|2020-02-18 15:53:16.525|2020-02-18 16:03:30.938|2020-02-18 15:55:34.640|TGF         |138.5667|-13.4500|Fermi, GBM FSW     |
|bn200214412 |TGF200214412|     34.8667|2020-02-14 09:50:20.826|2020-02-14 10:00:35.239|2020-02-14 09:52:37.005|TGF         |116.3500| -1.7833|Fermi, GBM FSW     |
|bn200213374 |TGF200213374|     31.0000|2020-02-13 08:55:38.589|2020-02-13 09:04:47.465|2020-02-13 08:57:51.728|TGF         |240.2167|-24.6167|Fermi, GBM FSW     |
|bn200205836 |TGF200205836|     28.4333|2020-02-05 20:01:58.445|2020-02-05 20:12:12.858|2020-02-05 20:04:13.264|TGF         | 73.0500|-18.9833|Fermi, GBM FSW     |
|bn200202897 |TGF200202897|     28.0667|2020-02-02 21:29:14.963|2020-02-02 21:39:29.373|2020-02-02 21:31:33.189|TGF         |248.0333| 17.0667|Fermi, GBM FSW     |
|bn200202663 |TGF200202663|     32.5000|2020-02-02 15:53:08.592|2020-02-02 16:03:23.003|2020-02-02 15:55:26.259|TGF         |141.6667|-12.5667|Fermi, GBM FSW     |
|bn200122398 |TGF200122398|     33.4667|2020-01-22 09:30:54.964|2020-01-22 09:40:28.415|2020-01-22 09:33:06.438|TGF         |106.2333| -5.2167|Fermi, GBM FSW     |
|bn200117640 |TGF200117640|     23.4333|2020-01-17 15:19:15.640|2020-01-17 15:29:30.051|2020-01-17 15:21:34.890|TGF         | 36.0167|-13.9333|Fermi, GBM FSW     |
|bn200117374 |TGF200117374|     32.6500|2020-01-17 08:56:27.077|2020-01-17 09:06:41.488|2020-01-17 08:58:45.879|TGF         |124.6167|-17.2500|Fermi, GBM FSW     |
|bn200116385 |TGF200116385|     26.4333|2020-01-16 09:12:27.993|2020-01-16 09:22:42.405|2020-01-16 09:14:40.364|TGF         |136.1333|-14.4667|Fermi, GBM FSW     |
|bn200114189 |TGF200114189|     28.5000|2020-01-14 04:30:00.713|2020-01-14 04:40:15.124|2020-01-14 04:32:15.723|TGF         |124.6000|-19.7500|Fermi, GBM FSW     |
|bn200108507 |TGF200108507|     26.2000|2020-01-08 12:07:49.404|2020-01-08 12:17:55.624|2020-01-08 12:10:01.103|TGF         | 34.6667|-12.9833|Fermi, GBM FSW     |
|bn191228832 |TGF191228832|     26.0167|2019-12-28 19:56:30.486|2019-12-28 20:06:44.900|2019-12-28 19:58:48.249|TGF         |126.2333|-11.6667|Fermi, GBM FSW     |
|bn191228474 |TGF191228474|     32.4000|2019-12-28 11:20:14.714|2019-12-28 11:30:29.129|2019-12-28 11:22:27.341|TGF         |101.1000|  1.2500|Fermi, GBM FSW     |
|bn191222795 |TGF191222795|     27.0667|2019-12-22 19:02:54.938|2019-12-22 19:13:09.352|2019-12-22 19:05:11.645|TGF         | 28.7000|  1.7500|Fermi, GBM FSW     |
|bn191214677 |TGF191214677|     32.7833|2019-12-14 16:12:17.104|2019-12-14 16:22:31.515|2019-12-14 16:14:31.555|TGF         |149.2000| -5.0167|Fermi, GBM FSW     |
|bn191211139 |TGF191211139|     29.5500|2019-12-11 03:17:31.126|2019-12-11 03:27:45.537|2019-12-11 03:19:45.304|TGF         |163.1167| -7.8333|Fermi, GBM         |
|bn191202988 |TGF191202988|     20.6333|2019-12-02 23:40:20.338|2019-12-02 23:50:34.748|2019-12-02 23:42:39.572|TGF         |119.5333| -0.8167|Fermi, GBM FSW     |
|bn191126458 |TGF191126458|     29.8000|2019-11-26 10:56:53.677|2019-11-26 11:07:08.088|2019-11-26 10:59:07.359|TGF         | 34.8833|-15.5333|Fermi, GBM FSW     |
|bn191122561 |TGF191122561|     29.2833|2019-11-22 13:26:03.265|2019-11-22 13:36:17.678|2019-11-22 13:28:16.932|TGF         | 24.1833|-14.1667|Fermi, GBM FSW     |
|bn191113904 |TGF191113904|     19.5500|2019-11-13 21:40:10.975|2019-11-13 21:43:52.164|2019-11-13 21:42:28.594|TGF         |292.8333|  1.6167|Fermi, GBM FSW     |
|bn191108754 |TGF191108754|     24.6833|2019-11-08 18:03:03.488|2019-11-08 18:13:17.902|2019-11-08 18:05:20.627|TGF         | 24.5167|  2.8833|Fermi, GBM FSW     |
|bn191025075 |TGF191025075|     32.9167|2019-10-25 01:45:22.639|2019-10-25 01:55:37.050|2019-10-25 01:47:35.553|TGF         |268.0167| 22.0500|Fermi, GBM FSW     |
|bn191023414 |TGF191023414|     30.0833|2019-10-23 09:53:51.895|2019-10-23 10:03:33.537|2019-10-23 09:56:08.809|TGF         |106.2500|  2.7000|Fermi, GBM FSW     |
|bn191021129 |TGF191021129|     32.1000|2019-10-21 03:03:37.579|2019-10-21 03:13:51.989|2019-10-21 03:05:51.117|TGF         | 12.4167| 12.8167|Fermi, GBM FSW     |
|bn191019200 |TGF191019200|     26.7833|2019-10-19 04:45:28.285|2019-10-19 04:55:42.695|2019-10-19 04:47:47.135|TGF         |278.9333| 23.8833|Fermi, GBM FSW     |
|bn191012787 |TGF191012787|     25.3167|2019-10-12 18:51:39.708|2019-10-12 19:01:54.118|2019-10-12 18:53:54.430|TGF         | 75.7167| 12.0833|Fermi, GBM         |
|bn191005213 |TGF191005213|     31.4833|2019-10-05 05:05:00.352|2019-10-05 05:15:14.762|2019-10-05 05:07:13.746|TGF         | 92.0167| 18.0333|Fermi, GBM FSW     |
|bn190930439 |TGF190930439|     50.0000|2019-09-30 10:30:18.337|2019-09-30 10:40:32.749|2019-09-30 10:32:37.028|TGF         |294.2167| 10.9333|Fermi, GBM FSW     |
|bn190928808 |TGF190928808|     36.9667|2019-09-28 19:21:10.566|2019-09-28 19:31:24.978|2019-09-28 19:23:27.704|TGF         |285.0667| 18.8833|Fermi, GBM FSW     |
|bn190927996 |TGF190927996|     34.9000|2019-09-27 23:52:26.460|2019-09-28 00:02:40.871|2019-09-27 23:54:42.942|TGF         |113.2333| 11.1833|Fermi, GBM FSW     |
|bn190923110 |TGF190923110|     14.0000|2019-09-23 02:35:45.492|2019-09-23 02:45:59.901|2019-09-23 02:38:01.238|TGF         |108.3833| 10.3167|Fermi, GBM FSW     |
|bn190913935 |TGF190913935|     16.7500|2019-09-13 22:24:23.235|2019-09-13 22:34:37.645|2019-09-13 22:26:35.141|TGF         |261.4667| 17.4333|Fermi, GBM FSW     |
|bn190907631 |TGF190907631|     34.7500|2019-09-07 15:06:32.390|2019-09-07 15:14:02.959|2019-09-07 15:08:47.433|TGF         |250.1167|-20.3333|Fermi, GBM FSW     |
|bn190826301 |TGF190826301|     31.0167|2019-08-26 07:11:13.662|2019-08-26 07:21:28.073|2019-08-26 07:13:26.496|TGF         |206.0000|-12.7333|Fermi, GBM FSW     |
|bn190821888 |TGF190821888|     16.0833|2019-08-21 21:16:30.135|2019-08-21 21:26:44.544|2019-08-21 21:18:49.305|TGF         | 84.3500| 12.2167|Fermi, GBM FSW     |
|bn190810945 |TGF190810945|     26.3000|2019-08-10 22:38:57.014|2019-08-10 22:49:11.424|2019-08-10 22:41:13.512|TGF         |254.3000| 19.5500|Fermi, GBM FSW     |
|bn190809956 |TGF190809956|     30.9167|2019-08-09 22:54:53.006|2019-08-09 23:05:07.416|2019-08-09 22:57:11.328|TGF         |266.4667| 16.8833|Fermi, GBM FSW     |
|bn190807786 |TGF190807786|     50.0000|2019-08-07 18:48:58.066|2019-08-07 18:59:12.476|2019-08-07 18:51:13.524|TGF         | 26.2167| -1.0500|Fermi, GBM FSW     |
|bn190806065 |TGF190806065|     34.7167|2019-08-06 01:31:41.491|2019-08-06 01:38:55.674|2019-08-06 01:33:53.429|TGF         |281.2167|  7.3167|Fermi, GBM FSW     |
|bn190731188 |TGF190731188|     20.1333|2019-07-31 04:28:31.690|2019-07-31 04:36:18.642|2019-07-31 04:30:47.085|TGF         |280.5833|  8.2500|Fermi, GBM FSW     |
|bn190729668 |TGF190729668|     50.0000|2019-07-29 15:59:57.331|2019-07-29 16:10:11.743|2019-07-29 16:02:11.141|TGF         |113.6500| 10.8167|Fermi, GBM         |
|bn190716569 |TGF190716569|     32.1167|2019-07-16 13:37:06.807|2019-07-16 13:47:21.220|2019-07-16 13:39:23.738|TGF         |110.6000|  7.3000|Fermi, GBM FSW     |
|bn190712633 |TGF190712633|     37.0167|2019-07-12 15:08:59.762|2019-07-12 15:19:14.173|2019-07-12 15:11:12.500|TGF         |261.8167|  9.6833|Fermi, GBM FSW     |
|bn190710651 |TGF190710651|     50.0000|2019-07-10 15:35:43.652|2019-07-10 15:45:49.871|2019-07-10 15:37:55.222|TGF         |267.8000| 10.8833|Fermi, GBM FSW     |
|bn190708316 |TGF190708316|     26.8333|2019-07-08 07:32:42.278|2019-07-08 07:42:56.687|2019-07-08 07:34:55.384|TGF         |269.8833|  8.9000|Fermi, GBM FSW     |
|bn190705344 |TGF190705344|     25.8500|2019-07-05 08:13:19.853|2019-07-05 08:23:34.262|2019-07-05 08:15:33.663|TGF         |280.8833|  8.0000|Fermi, GBM FSW     |
|bn190703571 |TGF190703571|     50.0000|2019-07-03 13:39:33.823|2019-07-03 13:49:48.232|2019-07-03 13:41:48.561|TGF         |264.0500| 23.8500|Fermi, GBM FSW     |
|bn190622029 |TGF190622029|     28.7333|2019-06-22 00:39:18.608|2019-06-22 00:49:33.018|2019-06-22 00:41:37.810|TGF         |267.8667| 14.7000|Fermi, GBM FSW     |
|bn190620907 |TGF190620907|     26.7500|2019-06-20 21:44:19.244|2019-06-20 21:54:33.654|2019-06-20 21:46:33.246|TGF         |325.3667| 12.7500|Fermi, GBM FSW     |
|bn190613961 |TGF190613961|     26.4833|2019-06-13 23:01:18.710|2019-06-13 23:11:33.122|2019-06-13 23:03:30.952|TGF         |283.6833| 24.9500|Fermi, GBM FSW     |
|bn190612260 |TGF190612260|     31.0667|2019-06-12 06:11:35.273|2019-06-12 06:19:14.034|2019-06-12 06:13:49.611|TGF         |277.7667|  7.5833|Fermi, GBM FSW     |
|bn190611194 |TGF190611194|     26.6500|2019-06-11 04:37:02.511|2019-06-11 04:47:16.924|2019-06-11 04:39:20.209|TGF         |260.4333| 23.5833|Fermi, GBM FSW     |
|bn190610277 |TGF190610277|     24.6333|2019-06-10 06:35:55.929|2019-06-10 06:46:02.149|2019-06-10 06:38:13.564|TGF         |276.3167| 12.2333|Fermi, GBM FSW     |
|bn190604577 |TGF190604577|     26.1167|2019-06-04 13:49:15.867|2019-06-04 13:59:30.281|2019-06-04 13:51:30.894|TGF         | 95.5500| 15.8500|Fermi, GBM FSW     |
|bn190531540 |TGF190531540|     27.3333|2019-05-31 12:55:58.984|2019-05-31 13:06:13.397|2019-05-31 12:58:17.211|TGF         | 94.6833| -4.4000|Fermi, GBM FSW     |
|bn190525670 |TGF190525670|     29.1333|2019-05-25 16:01:56.438|2019-05-25 16:12:10.849|2019-05-25 16:04:15.673|TGF         |123.1000|  9.1667|Fermi, GBM FSW     |
|bn190517095 |TGF190517095|     26.3000|2019-05-17 02:14:53.110|2019-05-17 02:25:07.519|2019-05-17 02:17:06.248|TGF         | 89.6000| 24.4167|Fermi, GBM FSW     |
|bn190515824 |TGF190515824|     27.8667|2019-05-15 19:44:46.993|2019-05-15 19:54:53.211|2019-05-15 19:46:58.291|TGF         |110.8167| -6.4667|Fermi, GBM FSW     |
|bn190515487 |TGF190515487|     34.3000|2019-05-15 11:39:31.428|2019-05-15 11:49:45.838|2019-05-15 11:41:49.478|TGF         |199.4167|-19.8000|Fermi, GBM FSW     |
|bn190515435 |TGF190515435|     27.2667|2019-05-15 10:23:55.130|2019-05-15 10:34:09.539|2019-05-15 10:26:12.748|TGF         |287.6833|  9.1833|Fermi, GBM FSW     |
|bn190514901 |TGF190514901|     31.9667|2019-05-14 21:35:46.856|2019-05-14 21:46:01.265|2019-05-14 21:38:02.170|TGF         | 98.0167| -2.8667|Fermi, GBM FSW     |
|bn190514672 |TGF190514672|     26.4167|2019-05-14 16:05:05.201|2019-05-14 16:15:19.611|2019-05-14 16:07:23.939|TGF         | 10.2000| -0.8000|Fermi, GBM FSW     |
|bn190512623 |TGF190512623|     25.9333|2019-05-12 14:54:19.525|2019-05-12 15:04:33.936|2019-05-12 14:56:32.167|TGF         | 32.8167|  4.4500|Fermi, GBM FSW     |
|bn190509787 |TGF190509787|     26.4833|2019-05-09 18:50:56.408|2019-05-09 19:01:10.818|2019-05-09 18:53:14.298|TGF         | 14.0333| -4.2000|Fermi, GBM FSW     |
|bn190508107 |TGF190508107|     24.5500|2019-05-08 02:32:10.444|2019-05-08 02:42:24.854|2019-05-08 02:34:25.790|TGF         |112.3667| 13.1833|Fermi, GBM FSW     |
|bn190418919 |TGF190418919|     34.5500|2019-04-18 22:01:48.286|2019-04-18 22:12:02.698|2019-04-18 22:04:03.328|TGF         |121.6000| -0.8500|Fermi, GBM FSW     |
|bn190417464 |TGF190417464|     37.0167|2019-04-17 11:06:03.127|2019-04-17 11:12:11.773|2019-04-17 11:08:18.409|TGF         |283.6000|  5.4500|Fermi, GBM FSW     |
|bn190402512 |TGF190402512|     50.0000|2019-04-02 12:14:36.665|2019-04-02 12:24:18.306|2019-04-02 12:16:50.443|TGF         |221.6833|  3.4167|Fermi, GBM FSW     |
|bn190330372 |TGF190330372|     16.9000|2019-03-30 08:53:24.674|2019-03-30 09:03:39.084|2019-03-30 08:55:36.932|TGF         |100.4833|  4.1833|Fermi, GBM FSW     |
|bn190319608 |TGF190319608|     24.1833|2019-03-19 14:33:03.565|2019-03-19 14:43:17.975|2019-03-19 14:35:16.031|TGF         | 95.2667|  6.2667|Fermi, GBM FSW     |
|bn190317700 |TGF190317700|     26.5500|2019-03-17 16:45:48.867|2019-03-17 16:56:03.277|2019-03-17 16:48:02.389|TGF         |112.4000|-10.1833|Fermi, GBM FSW     |
|bn190315717 |TGF190315717|     26.0667|2019-03-15 17:10:11.989|2019-03-15 17:20:26.399|2019-03-15 17:12:28.119|TGF         |111.4000| -5.5667|Fermi, GBM FSW     |
|bn190311817 |TGF190311817|     25.7667|2019-03-11 19:33:59.318|2019-03-11 19:44:13.729|2019-03-11 19:36:13.000|TGF         | 84.8167|  4.4000|Fermi, GBM FSW     |
|bn190304208 |TGF190304208|     23.1333|2019-03-04 04:57:33.024|2019-03-04 05:07:47.435|2019-03-04 04:59:50.498|TGF         |281.0333| 25.6500|Fermi, GBM FSW     |
|bn190301418 |TGF190301418|     21.7833|2019-03-01 09:59:01.573|2019-03-01 10:09:15.985|2019-03-01 10:01:15.656|TGF         |133.7333| -2.3667|Fermi, LAT         |
|bn190225451 |TGF190225451|     30.2333|2019-02-25 10:47:30.814|2019-02-25 10:57:45.225|2019-02-25 10:49:45.361|TGF         |130.7000|-12.1500|Fermi, GBM FSW     |
|bn190222457 |TGF190222457|     35.4333|2019-02-22 10:56:09.813|2019-02-22 11:06:24.224|2019-02-22 10:58:27.352|TGF         | 24.4000|-11.8500|Fermi, GBM FSW     |
|bn190221692 |TGF190221692|     34.7500|2019-02-21 16:34:54.270|2019-02-21 16:45:08.681|2019-02-21 16:37:12.017|TGF         | 98.7500| -0.4500|Fermi, GBM FSW     |
|bn190221682 |TGF190221682|     26.1167|2019-02-21 16:19:57.621|2019-02-21 16:30:12.032|2019-02-21 16:22:12.871|TGF         | 48.6167|-21.4333|Fermi, GBM FSW     |
|bn190218563 |TGF190218563|     33.8667|2019-02-18 13:28:39.412|2019-02-18 13:38:53.824|2019-02-18 13:30:51.271|TGF         | 25.9167|-15.4500|Fermi, GBM FSW     |
|bn190216584 |TGF190216584|     34.2500|2019-02-16 13:58:54.720|2019-02-16 14:09:09.132|2019-02-16 14:01:13.234|TGF         | 45.0000|-19.1500|Fermi, GBM FSW     |
|bn190214031 |TGF190214031|     34.0500|2019-02-14 00:41:52.652|2019-02-14 00:52:07.065|2019-02-14 00:44:07.823|TGF         | 26.4500| -5.3000|Fermi, GBM FSW     |
|bn190209144 |TGF190209144|     30.7333|2019-02-09 03:24:23.836|2019-02-09 03:34:38.249|2019-02-09 03:26:43.071|TGF         | 20.6000| -6.8333|Fermi, GBM FSW     |
|bn190208940 |TGF190208940|     25.3500|2019-02-08 22:30:45.882|2019-02-08 22:41:00.295|2019-02-08 22:32:59.725|TGF         | 65.0500|-18.6667|Fermi, GBM FSW     |
|bn190124119 |TGF190124119|     34.7333|2019-01-24 02:49:10.929|2019-01-24 02:59:25.340|2019-01-24 02:51:24.163|TGF         |271.3333| 25.0167|Fermi, GBM FSW     |
|bn190107320 |TGF190107320|     26.0667|2019-01-07 07:38:08.648|2019-01-07 07:48:23.061|2019-01-07 07:40:26.459|TGF         |185.4500|-17.9000|Fermi, GBM FSW     |
|bn190105022 |TGF190105022|     22.3833|2019-01-05 00:30:04.836|2019-01-05 00:40:19.248|2019-01-05 00:32:18.854|TGF         | 20.6667| 12.7333|Fermi, GBM FSW     |
|bn190101554 |TGF190101554|     34.7167|2019-01-01 13:15:03.094|2019-01-01 13:25:17.507|2019-01-01 13:17:17.321|TGF         | 26.1833| -8.3833|Fermi, GBM FSW     |
|bn181229647 |TGF181229647|     26.0333|2018-12-29 15:29:28.353|2018-12-29 15:39:42.767|2018-12-29 15:31:41.764|TGF         |  9.2667| -5.6667|Fermi, GBM         |
|bn181227900 |TGF181227900|     22.5833|2018-12-27 21:33:41.713|2018-12-27 21:43:56.127|2018-12-27 21:35:54.724|TGF         |126.1667| 11.9833|Fermi, GBM FSW     |
|bn181226676 |TGF181226676|     34.7667|2018-12-26 16:10:48.029|2018-12-26 16:21:02.443|2018-12-26 16:13:06.688|TGF         | 23.4333| -6.3000|Fermi, GBM FSW     |
|bn181220021 |TGF181220021|     27.6500|2018-12-20 00:28:21.242|2018-12-20 00:38:11.078|2018-12-20 00:30:35.388|TGF         | 34.1333|-25.3500|Fermi, GBM FSW     |
|bn181218815 |TGF181218815|     26.6667|2018-12-18 19:31:23.645|2018-12-18 19:41:38.059|2018-12-18 19:33:40.848|TGF         | 21.2667|  0.0000|Fermi, GBM FSW     |
|bn181212020 |TGF181212020|     23.6500|2018-12-12 00:26:20.546|2018-12-12 00:36:26.765|2018-12-12 00:28:31.973|TGF         | 31.8500|-13.8333|Fermi, GBM FSW     |
|bn181208578 |TGF181208578|     15.0500|2018-12-08 13:50:14.718|2018-12-08 14:00:20.936|2018-12-08 13:52:26.176|TGF         |177.7667|  4.1833|Fermi, GBM FSW     |
|bn181207725 |TGF181207725|     29.3833|2018-12-07 17:21:59.887|2018-12-07 17:32:14.297|2018-12-07 17:24:12.785|TGF         |158.6833| -8.5333|Fermi, GBM FSW     |
|bn181206829 |TGF181206829|     26.1500|2018-12-06 19:52:05.200|2018-12-06 20:01:14.074|2018-12-06 19:53:17.073|TGF         |283.3333| -3.1833|Fermi, GBM FSW     |
|bn181201277 |TGF181201277|     31.0500|2018-12-01 06:36:59.790|2018-12-01 06:47:14.202|2018-12-01 06:39:12.369|TGF         |142.0167|-13.4000|Fermi, GBM FSW     |
|bn181130423 |TGF181130423|     24.8833|2018-11-30 10:06:27.066|2018-11-30 10:16:41.477|2018-11-30 10:08:41.836|TGF         |116.2167| -4.7333|Fermi, GBM FSW     |
|bn181120719 |TGF181120719|     29.8833|2018-11-20 17:13:18.870|2018-11-20 17:23:33.282|2018-11-20 17:15:31.113|TGF         |101.8333|  3.2333|Fermi, GBM FSW     |
|bn181120086 |TGF181120086|     17.2333|2018-11-20 02:02:01.783|2018-11-20 02:12:16.194|2018-11-20 02:04:15.130|TGF         |127.4167|  9.4833|Fermi, GBM         |
|bn181110809 |TGF181110809|     27.1167|2018-11-10 19:22:56.358|2018-11-10 19:32:29.810|2018-11-10 19:24:34.680|TGF         |120.7167| -8.9167|Fermi, GBM FSW     |
|bn181105761 |TGF181105761|     25.5333|2018-11-05 18:13:00.334|2018-11-05 18:23:14.747|2018-11-05 18:15:12.288|TGF         | 14.7500|  0.7833|Fermi, GBM FSW     |
|bn181028174 |TGF181028174|     28.7500|2018-10-28 04:08:11.758|2018-10-28 04:14:44.981|2018-10-28 04:10:27.760|TGF         |282.0667|  5.8667|Fermi, GBM FSW     |
|bn181027980 |TGF181027980|     25.0333|2018-10-27 23:28:13.520|2018-10-27 23:38:27.931|2018-10-27 23:30:29.602|TGF         | 11.7333| -2.7000|Fermi, GBM FSW     |
|bn181026231 |TGF181026231|     25.9167|2018-10-26 05:30:50.126|2018-10-26 05:41:04.536|2018-10-26 05:33:02.896|TGF         |123.2000|  6.6333|Fermi, GBM FSW     |
|bn181018397 |TGF181018397|     34.8167|2018-10-18 09:29:36.785|2018-10-18 09:39:43.004|2018-10-18 09:31:48.339|TGF         |258.9500| 14.0167|Fermi, GBM FSW     |
|bn181017911 |TGF181017911|     26.9833|2018-10-17 21:49:16.132|2018-10-17 21:59:22.352|2018-10-17 21:51:30.135|TGF         |302.4333|  6.0833|Fermi, GBM FSW     |
|bn181009128 |TGF181009128|     34.9167|2018-10-09 03:01:39.277|2018-10-09 03:11:53.687|2018-10-09 03:03:53.295|TGF         |290.5833|  5.0167|Fermi, GBM FSW     |
|bn181007471 |TGF181007471|     27.6000|2018-10-07 11:16:43.961|2018-10-07 11:26:58.372|2018-10-07 11:18:56.715|TGF         |153.3000| -7.4333|Fermi, GBM FSW     |
|bn181004702 |TGF181004702|     26.4167|2018-10-04 16:48:23.136|2018-10-04 16:58:29.354|2018-10-04 16:50:34.386|TGF         |110.6333|  1.3333|Fermi, GBM FSW     |
|bn181004456 |TGF181004456|     26.0167|2018-10-04 10:54:54.820|2018-10-04 11:05:01.038|2018-10-04 10:57:06.054|TGF         |304.8500| 24.6333|Fermi, GBM FSW     |
|bn181002333 |TGF181002333|     50.0000|2018-10-02 07:57:37.866|2018-10-02 08:07:52.276|2018-10-02 07:59:52.172|TGF         |306.9167| 19.6000|Fermi, GBM         |
|bn181001729 |TGF181001729|     28.7667|2018-10-01 17:27:46.413|2018-10-01 17:38:00.825|2018-10-01 17:30:02.640|TGF         |119.0333| -0.9667|Fermi, GBM FSW     |
|bn180929781 |TGF180929781|     26.2500|2018-09-29 18:42:24.589|2018-09-29 18:45:49.393|2018-09-29 18:44:39.696|TGF         |294.8000|  1.3167|Fermi, GBM FSW     |
|bn180923900 |TGF180923900|     15.3667|2018-09-23 21:34:21.696|2018-09-23 21:42:41.418|2018-09-23 21:36:32.819|TGF         |280.1667|  9.3833|Fermi, GBM FSW     |
|bn180922713 |TGF180922713|     27.3500|2018-09-22 17:04:04.052|2018-09-22 17:14:18.464|2018-09-22 17:06:17.046|TGF         |  1.7500|  7.2333|Fermi, GBM FSW     |
