|trigger_name|name        |error_radius|time                   |end_time               |trigger_time           |trigger_type|geo_long|geo_lat |localization_source|
|bn180922623 |TGF180922623|     32.2833|2018-09-22 14:55:25.610|2018-09-22 15:05:40.021|2018-09-22 14:57:38.364|TGF         |263.2500| 14.7833|Fermi, GBM FSW     |
|bn180922449 |TGF180922449|     26.1333|2018-09-22 10:43:57.558|2018-09-22 10:54:11.970|2018-09-22 10:46:10.104|TGF         | 99.7500|  6.8167|Fermi, GBM FSW     |
|bn180921916 |TGF180921916|     35.3000|2018-09-21 21:56:50.001|2018-09-21 22:07:04.412|2018-09-21 21:59:06.979|TGF         |273.0333| 16.1333|Fermi, GBM FSW     |
|bn180921655 |TGF180921655|     35.1667|2018-09-21 15:41:23.010|2018-09-21 15:51:37.422|2018-09-21 15:43:41.365|TGF         | 26.7000|  9.0000|Fermi, GBM FSW     |
|bn180917760 |TGF180917760|     34.9000|2018-09-17 18:12:09.628|2018-09-17 18:22:24.039|2018-09-17 18:14:22.814|TGF         | 23.0667|  7.3000|Fermi, GBM         |
|bn180908364 |TGF180908364|     35.1667|2018-09-08 08:41:55.759|2018-09-08 08:52:10.171|2018-09-08 08:44:12.994|TGF         |131.3167| 21.8500|Fermi, GBM         |
|bn180908247 |TGF180908247|     35.1167|2018-09-08 05:53:09.629|2018-09-08 06:03:24.040|2018-09-08 05:55:25.087|TGF         |261.1000| 15.7667|Fermi, GBM FSW     |
|bn180907966 |TGF180907966|     26.6500|2018-09-07 23:09:04.894|2018-09-07 23:19:19.305|2018-09-07 23:11:21.040|TGF         |268.6167| 19.5500|Fermi, GBM FSW     |
|bn180907367 |TGF180907367|     28.1667|2018-09-07 08:46:33.818|2018-09-07 08:56:48.229|2018-09-07 08:48:46.620|TGF         |103.9667| 10.6000|Fermi, GBM FSW     |
|bn180906868 |TGF180906868|     28.8333|2018-09-06 20:48:26.205|2018-09-06 20:58:40.616|2018-09-06 20:50:38.687|TGF         | 90.4167| -2.9000|Fermi, GBM FSW     |
|bn180906075 |TGF180906075|     23.5000|2018-09-06 01:45:30.150|2018-09-06 01:55:44.561|2018-09-06 01:47:47.272|TGF         | 16.3500| -0.0667|Fermi, GBM         |
|bn180904991 |TGF180904991|     26.7333|2018-09-04 23:45:03.766|2018-09-04 23:55:18.178|2018-09-04 23:47:15.688|TGF         |264.2333| 13.1833|Fermi, GBM FSW     |
|bn180904258 |TGF180904258|     14.4333|2018-09-04 06:08:37.176|2018-09-04 06:18:51.588|2018-09-04 06:10:49.898|TGF         |137.7833| -3.2500|Fermi, GBM FSW     |
|bn180901684 |TGF180901684|     34.9333|2018-09-01 16:23:26.316|2018-09-01 16:33:40.728|2018-09-01 16:25:40.846|TGF         | 15.8667|  2.2833|Fermi, GBM         |
|bn180826499 |TGF180826499|     29.8500|2018-08-26 11:56:58.290|2018-08-26 12:07:12.701|2018-08-26 11:59:10.100|TGF         |255.4500| 20.1833|Fermi, GBM FSW     |
|bn180824588 |TGF180824588|     26.7833|2018-08-24 14:03:58.899|2018-08-24 14:14:13.310|2018-08-24 14:06:13.541|TGF         |256.2000| 14.5333|Fermi, GBM FSW     |
|bn180820343 |TGF180820343|     26.2833|2018-08-20 08:11:24.900|2018-08-20 08:21:39.311|2018-08-20 08:13:36.758|TGF         |270.4667| 17.0333|Fermi, GBM FSW     |
|bn180815065 |TGF180815065|     50.0000|2018-08-15 01:31:56.894|2018-08-15 01:42:11.303|2018-08-15 01:34:09.984|TGF         | 82.3167| 24.3000|Fermi, GBM FSW     |
|bn180814995 |TGF180814995|     25.2167|2018-08-14 23:50:34.070|2018-08-15 00:00:48.478|2018-08-14 23:52:50.919|TGF         | 83.4333| 18.9833|Fermi, GBM FSW     |
|bn180808673 |TGF180808673|     25.9167|2018-08-08 16:06:48.356|2018-08-08 16:17:02.767|2018-08-08 16:09:00.838|TGF         |349.2667| 14.7667|Fermi, GBM FSW     |
|bn180731493 |TGF180731493|     14.0333|2018-07-31 11:47:24.192|2018-07-31 11:57:38.603|2018-07-31 11:49:37.315|TGF         |159.3667| -3.9833|Fermi, GBM         |
|bn180727055 |TGF180727055|     34.8000|2018-07-27 01:16:24.938|2018-07-27 01:26:39.350|2018-07-27 01:18:44.157|TGF         |280.2667| 23.1500|Fermi, GBM FSW     |
|bn180724548 |TGF180724548|     26.7333|2018-07-24 13:06:28.015|2018-07-24 13:16:42.427|2018-07-24 13:08:44.914|TGF         |136.0833| 19.9333|Fermi, GBM FSW     |
|bn180709467 |TGF180709467|     34.9833|2018-07-09 11:10:53.562|2018-07-09 11:21:07.975|2018-07-09 11:13:11.933|TGF         |148.9333| -1.3167|Fermi, GBM FSW     |
|bn180709140 |TGF180709140|     50.0000|2018-07-09 03:19:56.559|2018-07-09 03:30:10.972|2018-07-09 03:22:10.066|TGF         |284.4333|  5.8333|Fermi, GBM FSW     |
|bn180705245 |TGF180705245|     26.0500|2018-07-05 05:50:31.409|2018-07-05 06:00:45.820|2018-07-05 05:52:45.683|TGF         |280.8333|  7.4667|Fermi, GBM FSW     |
|bn180629435 |TGF180629435|     12.9667|2018-06-29 10:24:08.982|2018-06-29 10:34:23.391|2018-06-29 10:26:23.976|TGF         |263.9833| 10.1833|Fermi, GBM FSW     |
|bn180627844 |TGF180627844|     37.2833|2018-06-27 20:13:32.418|2018-06-27 20:23:38.635|2018-06-27 20:15:44.068|TGF         | 99.9000| -3.3333|Fermi, GBM FSW     |
|bn180626653 |TGF180626653|     26.2667|2018-06-26 15:38:13.383|2018-06-26 15:48:27.793|2018-06-26 15:40:29.562|TGF         |165.5833| -9.0167|Fermi, GBM FSW     |
|bn180622923 |TGF180622923|     30.1000|2018-06-22 22:06:53.558|2018-06-22 22:13:51.357|2018-06-22 22:09:12.728|TGF         |282.4333|  6.8167|Fermi, GBM FSW     |
|bn180621046 |TGF180621046|     26.4833|2018-06-21 01:03:55.431|2018-06-21 01:14:09.840|2018-06-21 01:06:13.833|TGF         | 97.4333|  4.8167|Fermi, GBM FSW     |
|bn180619279 |TGF180619279|     34.0000|2018-06-19 06:39:37.573|2018-06-19 06:49:51.983|2018-06-19 06:41:52.519|TGF         |116.7167| 25.3000|Fermi, GBM FSW     |
|bn180618604 |TGF180618604|     26.0333|2018-06-18 14:26:56.977|2018-06-18 14:37:11.386|2018-06-18 14:29:14.211|TGF         |280.6333|  7.1000|Fermi, GBM FSW     |
|bn180617045 |TGF180617045|     30.4500|2018-06-17 01:02:22.388|2018-06-17 01:10:25.724|2018-06-17 01:04:40.182|TGF         |279.9667|  8.8000|Fermi, GBM FSW     |
|bn180614673 |TGF180614673|     35.1500|2018-06-14 16:06:54.725|2018-06-14 16:17:09.136|2018-06-14 16:09:10.439|TGF         | 99.3667| -3.9333|Fermi, GBM FSW     |
|bn180614443 |TGF180614443|     50.0000|2018-06-14 10:35:18.076|2018-06-14 10:45:32.486|2018-06-14 10:37:31.886|TGF         |  7.8500|  5.7000|Fermi, GBM FSW     |
|bn180613009 |TGF180613009|     35.0167|2018-06-13 00:10:01.240|2018-06-13 00:20:15.652|2018-06-13 00:12:16.043|TGF         |280.4500| 23.1333|Fermi, GBM FSW     |
|bn180610903 |TGF180610903|     33.1667|2018-06-10 21:38:41.187|2018-06-10 21:48:47.407|2018-06-10 21:40:52.278|TGF         | 18.2667|  8.9833|Fermi, GBM         |
|bn180609575 |TGF180609575|     28.6000|2018-06-09 13:46:18.857|2018-06-09 13:56:33.269|2018-06-09 13:48:32.492|TGF         |107.6333| 22.2333|Fermi, GBM FSW     |
|bn180607061 |TGF180607061|     34.7333|2018-06-07 01:25:07.713|2018-06-07 01:35:22.125|2018-06-07 01:27:25.667|TGF         |281.2833| 25.6500|Fermi, GBM FSW     |
|bn180531403 |TGF180531403|     50.0000|2018-05-31 09:37:59.675|2018-05-31 09:47:00.358|2018-05-31 09:40:16.077|TGF         |277.2833| 10.1667|Fermi, GBM FSW     |
|bn180530478 |TGF180530478|     26.4833|2018-05-30 11:26:28.440|2018-05-30 11:36:42.852|2018-05-30 11:28:45.082|TGF         |256.6333| 10.4667|Fermi, GBM FSW     |
|bn180530413 |TGF180530413|     23.2167|2018-05-30 09:51:45.334|2018-05-30 10:00:13.248|2018-05-30 09:54:02.904|TGF         |282.1500|  9.9000|Fermi, GBM FSW     |
|bn180528034 |TGF180528034|     27.1167|2018-05-28 00:46:30.446|2018-05-28 00:56:36.666|2018-05-28 00:48:36.112|TGF         | 69.5333| 13.0167|Fermi, GBM FSW     |
|bn180526910 |TGF180526910|     33.0833|2018-05-26 21:48:20.327|2018-05-26 21:58:34.739|2018-05-26 21:50:32.313|TGF         |117.4500| 15.0500|Fermi, GBM FSW     |
|bn180524112 |TGF180524112|     31.8167|2018-05-24 02:39:29.049|2018-05-24 02:49:43.462|2018-05-24 02:41:41.116|TGF         |290.4167|  4.5833|Fermi, GBM FSW     |
|bn180523662 |TGF180523662|     26.2000|2018-05-23 15:50:27.149|2018-05-23 16:00:41.560|2018-05-23 15:52:40.879|TGF         |158.5000| 24.4167|Fermi, GBM FSW     |
|bn180523610 |TGF180523610|     34.9833|2018-05-23 14:36:32.213|2018-05-23 14:46:46.625|2018-05-23 14:38:48.552|TGF         |261.4833| 10.9333|Fermi, GBM FSW     |
|bn180522659 |TGF180522659|     31.9833|2018-05-22 15:46:16.279|2018-05-22 15:56:22.499|2018-05-22 15:48:27.530|TGF         |101.0167|  2.6833|Fermi, GBM FSW     |
|bn180513740 |TGF180513740|     50.0000|2018-05-13 17:43:54.306|2018-05-13 17:53:44.139|2018-05-13 17:45:45.476|TGF         |123.4833| -5.7667|Fermi, GBM FSW     |
|bn180510906 |TGF180510906|     21.5667|2018-05-10 21:43:00.776|2018-05-10 21:53:15.185|2018-05-10 21:45:14.890|TGF         |114.8833|  7.8500|Fermi, GBM FSW     |
|bn180425518 |TGF180425518|     25.9833|2018-04-25 12:25:48.869|2018-04-25 12:33:55.277|2018-04-25 12:25:57.861|TGF         |  6.4333|  4.1000|Fermi, GBM FSW     |
|bn180418412 |TGF180418412|     32.2333|2018-04-18 09:50:47.445|2018-04-18 10:00:53.664|2018-04-18 09:52:59.063|TGF         |244.0833| 12.3833|Fermi, GBM FSW     |
|bn180417162 |TGF180417162|     32.6333|2018-04-17 03:50:39.235|2018-04-17 04:00:53.646|2018-04-17 03:52:56.214|TGF         |  7.3500|  1.7667|Fermi, GBM FSW     |
|bn180417098 |TGF180417098|     34.8833|2018-04-17 02:18:15.341|2018-04-17 02:28:29.752|2018-04-17 02:20:33.823|TGF         | 40.2667| -2.7000|Fermi, GBM FSW     |
|bn180415179 |TGF180415179|     29.8333|2018-04-15 04:15:42.049|2018-04-15 04:25:56.460|2018-04-15 04:17:56.131|TGF         |  9.1333|  5.2500|Fermi, GBM FSW     |
|bn180414421 |TGF180414421|     28.2167|2018-04-14 10:03:54.706|2018-04-14 10:14:09.118|2018-04-14 10:06:07.956|TGF         |114.0000| -2.4000|Fermi, GBM FSW     |
|bn180414354 |TGF180414354|     26.3500|2018-04-14 08:27:25.211|2018-04-14 08:37:39.623|2018-04-14 08:29:39.070|TGF         |133.9000| -4.6500|Fermi, GBM FSW     |
|bn180413498 |TGF180413498|     35.2000|2018-04-13 11:54:29.585|2018-04-13 12:04:43.997|2018-04-13 11:56:45.267|TGF         |100.1667|  0.7667|Fermi, GBM FSW     |
|bn180412565 |TGF180412565|     50.0000|2018-04-12 13:31:27.044|2018-04-12 13:41:41.456|2018-04-12 13:33:41.094|TGF         | 41.9000|-17.0333|Fermi, GBM FSW     |
|bn180410526 |TGF180410526|     26.4167|2018-04-10 12:35:16.945|2018-04-10 12:45:31.357|2018-04-10 12:37:34.228|TGF         |113.2833|  0.8667|Fermi, GBM FSW     |
|bn180407745 |TGF180407745|      9.7667|2018-04-07 17:50:21.915|2018-04-07 18:00:28.135|2018-04-07 17:52:25.901|TGF         | 17.1000|-16.1667|Fermi, GBM FSW     |
|bn180405504 |TGF180405504|     17.8667|2018-04-05 12:03:53.877|2018-04-05 12:14:08.289|2018-04-05 12:06:12.312|TGF         |145.8667| -5.9167|Fermi, GBM         |
|bn180402464 |TGF180402464|     31.5333|2018-04-02 11:05:32.251|2018-04-02 11:15:46.660|2018-04-02 11:07:47.021|TGF         |169.9333|-12.1333|Fermi, GBM FSW     |
|bn180401520 |TGF180401520|     30.4167|2018-04-01 12:27:04.253|2018-04-01 12:37:21.904|2018-04-01 12:29:21.449|TGF         | 49.0833|-18.7833|Fermi, GBM FSW     |
|bn180401513 |TGF180401513|     29.7500|2018-04-01 12:16:25.267|2018-04-01 12:26:39.676|2018-04-01 12:18:39.749|TGF         | 13.6000| -3.4333|Fermi, GBM FSW     |
|bn180314616 |TGF180314616|     28.7833|2018-03-14 14:44:12.253|2018-03-14 14:54:26.665|2018-03-14 14:46:30.832|TGF         |111.2333| -0.9333|Fermi, GBM FSW     |
|bn180302863 |TGF180302863|     29.9000|2018-03-02 20:40:44.167|2018-03-02 20:50:58.577|2018-03-02 20:42:56.041|TGF         |125.4000| -6.4667|Fermi, GBM FSW     |
|bn180226469 |TGF180226469|     26.1167|2018-02-26 11:12:39.466|2018-02-26 11:22:53.878|2018-02-26 11:14:52.621|TGF         |107.1833| -0.3167|Fermi, GBM FSW     |
|bn180221314 |TGF180221314|     26.9833|2018-02-21 07:30:12.401|2018-02-21 07:40:26.812|2018-02-21 07:32:24.755|TGF         |185.8833| -8.2833|Fermi, GBM FSW     |
|bn180220385 |TGF180220385|     27.0833|2018-02-20 09:11:41.368|2018-02-20 09:21:55.779|2018-02-20 09:13:59.130|TGF         |142.0500|-18.2333|Fermi, GBM FSW     |
|bn180218522 |TGF180218522|     31.2500|2018-02-18 12:28:44.460|2018-02-18 12:38:58.871|2018-02-18 12:30:58.990|TGF         | 24.6167|-21.2333|Fermi, GBM FSW     |
|bn180209336 |TGF180209336|     34.4500|2018-02-09 08:01:51.146|2018-02-09 08:12:05.557|2018-02-09 08:04:10.317|TGF         |131.6500|-10.5167|Fermi, GBM         |
|bn180116162 |TGF180116162|     35.0333|2018-01-16 03:50:28.796|2018-01-16 04:00:43.207|2018-01-16 03:52:47.806|TGF         |  1.7333| -0.6167|Fermi, GBM FSW     |
|bn180106416 |TGF180106416|     26.5667|2018-01-06 09:56:26.947|2018-01-06 10:06:41.359|2018-01-06 09:58:45.974|TGF         |141.1333|-10.8833|Fermi, GBM FSW     |
|bn180104433 |TGF180104433|     23.8833|2018-01-04 10:21:05.509|2018-01-04 10:31:19.921|2018-01-04 10:23:24.263|TGF         |141.5500|-14.4500|Fermi, GBM FSW     |
|bn180103442 |TGF180103442|     32.8333|2018-01-03 10:34:13.798|2018-01-03 10:44:28.209|2018-01-03 10:36:32.136|TGF         |144.4833|-15.0167|Fermi, GBM FSW     |
|bn180102449 |TGF180102449|     34.8333|2018-01-02 10:44:51.214|2018-01-02 10:54:57.434|2018-01-02 10:47:02.992|TGF         |138.3000|-18.8167|Fermi, GBM FSW     |
|bn171231254 |TGF171231254|     24.8833|2017-12-31 06:03:30.750|2017-12-31 06:13:45.161|2017-12-31 06:05:47.057|TGF         |132.7500|-17.7667|Fermi, GBM         |
|bn171223392 |TGF171223392|     34.9000|2017-12-23 09:22:43.184|2017-12-23 09:32:57.594|2017-12-23 09:24:55.938|TGF         |128.4333|-11.9500|Fermi, GBM FSW     |
|bn171216456 |TGF171216456|     25.8333|2017-12-16 10:53:44.213|2017-12-16 11:03:58.624|2017-12-16 10:55:59.207|TGF         |146.7500| -6.2333|Fermi, GBM FSW     |
|bn171203139 |TGF171203139|     28.9333|2017-12-03 03:17:37.715|2017-12-03 03:27:52.126|2017-12-03 03:19:51.030|TGF         |135.8500|-15.5500|Fermi, GBM FSW     |
|bn171129311 |TGF171129311|     26.0167|2017-11-29 07:25:06.359|2017-11-29 07:35:20.770|2017-11-29 07:27:18.713|TGF         |115.1500|-11.1833|Fermi, GBM FSW     |
|bn171124565 |TGF171124565|     27.4167|2017-11-24 13:31:54.840|2017-11-24 13:42:09.252|2017-11-24 13:34:07.643|TGF         |108.6667| 10.8833|Fermi, GBM FSW     |
|bn171121450 |TGF171121450|     16.8500|2017-11-21 10:46:00.541|2017-11-21 10:56:14.953|2017-11-21 10:48:16.928|TGF         |117.9333|-14.5167|Fermi, GBM FSW     |
|bn171119681 |TGF171119681|     20.2833|2017-11-19 16:17:50.713|2017-11-19 16:28:05.124|2017-11-19 16:20:06.363|TGF         |117.0333| 15.5667|Fermi, GBM FSW     |
|bn171113741 |TGF171113741|     23.0333|2017-11-13 17:44:36.679|2017-11-13 17:54:10.128|2017-11-13 17:46:48.249|TGF         |162.7500| 21.8833|Fermi, GBM FSW     |
|bn171111258 |TGF171111258|     32.2333|2017-11-11 06:08:47.915|2017-11-11 06:19:02.325|2017-11-11 06:11:02.653|TGF         |140.6833| -9.9667|Fermi, GBM FSW     |
|bn171110485 |TGF171110485|     23.5833|2017-11-10 11:35:31.573|2017-11-10 11:45:45.983|2017-11-10 11:37:43.687|TGF         |175.5500|-19.6333|Fermi, GBM         |
|bn171108283 |TGF171108283|     17.2000|2017-11-08 06:45:09.069|2017-11-08 06:55:23.479|2017-11-08 06:47:27.775|TGF         |140.5000| -3.4833|Fermi, GBM FSW     |
|bn171106428 |TGF171106428|     50.0000|2017-11-06 10:14:37.145|2017-11-06 10:24:51.555|2017-11-06 10:16:54.795|TGF         | 75.8833|  9.0500|Fermi, GBM FSW     |
|bn171030532 |TGF171030532|     35.1667|2017-10-30 12:43:26.084|2017-10-30 12:53:40.494|2017-10-30 12:45:42.966|TGF         |295.1833|  1.6500|Fermi, GBM FSW     |
|bn171025401 |TGF171025401|     24.1700|2017-10-25 09:35:34.824|2017-10-25 09:45:49.235|2017-10-25 09:37:51.818|TGF         |138.4500| 22.5000|Fermi, GBM         |
|bn171024210 |TGF171024210|     26.1667|2017-10-24 05:00:36.505|2017-10-24 05:10:50.917|2017-10-24 05:02:55.692|TGF         |203.6833| 24.5333|Fermi, GBM FSW     |
|bn171018276 |TGF171018276|     35.0000|2017-10-18 06:35:51.337|2017-10-18 06:44:02.865|2017-10-18 06:38:06.811|TGF         |279.9333|  8.9333|Fermi, GBM FSW     |
|bn171017004 |TGF171017004|     34.8000|2017-10-17 00:04:00.263|2017-10-17 00:14:14.674|2017-10-17 00:06:18.250|TGF         |289.3000| 22.8333|Fermi, GBM FSW     |
|bn171008836 |TGF171008836|     33.9667|2017-10-08 20:01:39.058|2017-10-08 20:11:53.467|2017-10-08 20:03:51.124|TGF         |169.7667|  0.8500|Fermi, GBM FSW     |
|bn171008504 |TGF171008504|     34.7833|2017-10-08 12:03:14.066|2017-10-08 12:09:30.904|2017-10-08 12:05:25.524|TGF         |281.9000|  5.5833|Fermi, GBM FSW     |
|bn171004782 |TGF171004782|     26.5667|2017-10-04 18:44:27.095|2017-10-04 18:54:41.505|2017-10-04 18:46:40.809|TGF         | 80.9000| 16.5167|Fermi, GBM FSW     |
|bn170930680 |TGF170930680|     31.6667|2017-09-30 16:17:23.215|2017-09-30 16:27:37.626|2017-09-30 16:19:35.378|TGF         |111.5000|  0.1167|Fermi, GBM FSW     |
|bn170928445 |TGF170928445|     25.9000|2017-09-28 10:38:37.547|2017-09-28 10:48:43.765|2017-09-28 10:40:49.245|TGF         |266.6167| 21.0000|Fermi, GBM FSW     |
|bn170923773 |TGF170923773|     35.0000|2017-09-23 18:31:34.124|2017-09-23 18:40:51.190|2017-09-23 18:33:46.031|TGF         |285.2167| 11.9667|Fermi, GBM FSW     |
|bn170911550 |TGF170911550|     13.4333|2017-09-11 13:10:21.022|2017-09-11 13:20:35.433|2017-09-11 13:12:37.840|TGF         | 73.3333| 21.0500|Fermi, GBM FSW     |
|bn170910491 |TGF170910491|     26.2000|2017-09-10 11:45:14.504|2017-09-10 11:55:28.915|2017-09-10 11:47:32.427|TGF         | 89.0333| 23.8333|Fermi, GBM FSW     |
|bn170909434 |TGF170909434|     27.1000|2017-09-09 10:22:17.359|2017-09-09 10:32:31.770|2017-09-09 10:24:29.458|TGF         |112.2167| 24.6167|Fermi, GBM FSW     |
|bn170908655 |TGF170908655|     27.3000|2017-09-08 15:40:12.000|2017-09-08 15:50:26.410|2017-09-08 15:42:29.122|TGF         |110.3500|  0.6500|Fermi, GBM FSW     |
|bn170907059 |TGF170907059|     50.0000|2017-09-07 01:23:04.164|2017-09-07 01:33:18.575|2017-09-07 01:25:17.142|TGF         |283.7500| 21.3333|Fermi, GBM         |
|bn170902029 |TGF170902029|     26.3167|2017-09-02 00:39:47.248|2017-09-02 00:50:01.659|2017-09-02 00:42:06.338|TGF         |270.2833| 22.8333|Fermi, GBM FSW     |
|bn170826843 |TGF170826843|     24.8167|2017-08-26 20:11:33.943|2017-08-26 20:21:40.159|2017-08-26 20:13:45.497|TGF         |146.4667| -1.2333|Fermi, GBM FSW     |
|bn170826346 |TGF170826346|     30.5333|2017-08-26 08:15:22.620|2017-08-26 08:25:37.030|2017-08-26 08:17:39.374|TGF         |139.5000| -3.4333|Fermi, GBM FSW     |
|bn170823470 |TGF170823470|     26.0500|2017-08-23 11:14:13.714|2017-08-23 11:22:41.626|2017-08-23 11:16:30.036|TGF         |282.9167|  9.9333|Fermi, GBM FSW     |
|bn170821288 |TGF170821288|     34.6333|2017-08-21 06:52:27.373|2017-08-21 07:02:41.782|2017-08-21 06:54:41.023|TGF         |353.1667| 14.8500|Fermi, GBM FSW     |
|bn170812542 |TGF170812542|     33.0833|2017-08-12 12:57:57.338|2017-08-12 13:08:03.557|2017-08-12 13:00:08.461|TGF         |173.5167| -4.9333|Fermi, GBM FSW     |
|bn170811359 |TGF170811359|     35.6000|2017-08-11 08:35:00.809|2017-08-11 08:45:07.026|2017-08-11 08:37:12.443|TGF         |279.0333|  9.3333|Fermi, GBM FSW     |
|bn170810505 |TGF170810505|     29.5667|2017-08-10 12:04:44.494|2017-08-10 12:14:58.903|2017-08-10 12:07:01.264|TGF         |255.5333| 17.8833|Fermi, GBM FSW     |
|bn170809381 |TGF170809381|     36.7667|2017-08-09 09:06:48.874|2017-08-09 09:17:03.282|2017-08-09 09:09:05.179|TGF         |304.3833| 16.4167|Fermi, GBM FSW     |
|bn170808809 |TGF170808809|     34.8500|2017-08-08 19:22:42.482|2017-08-08 19:30:21.241|2017-08-08 19:24:59.428|TGF         |280.1333|  7.8333|Fermi, GBM FSW     |
|bn170808712 |TGF170808712|     50.0000|2017-08-08 17:03:24.945|2017-08-08 17:13:31.162|2017-08-08 17:05:36.275|TGF         |146.9500| -2.6000|Fermi, GBM FSW     |
|bn170808281 |TGF170808281|     26.3333|2017-08-08 06:42:50.802|2017-08-08 06:53:05.212|2017-08-08 06:45:02.676|TGF         |117.3500|  6.4000|Fermi, GBM FSW     |
|bn170804714 |TGF170804714|     27.3333|2017-08-04 17:06:20.364|2017-08-04 17:16:34.774|2017-08-04 17:08:36.462|TGF         |346.4000|  7.7000|Fermi, GBM FSW     |
|bn170728844 |TGF170728844|     28.1167|2017-07-28 20:13:21.617|2017-07-28 20:23:36.028|2017-07-28 20:15:34.963|TGF         |345.5000| 11.0167|Fermi, GBM FSW     |
|bn170718524 |TGF170718524|     13.0833|2017-07-18 12:32:09.887|2017-07-18 12:42:16.105|2017-07-18 12:34:15.265|TGF         | 81.2167| 21.7167|Fermi, GBM FSW     |
|bn170717676 |TGF170717676|     32.0833|2017-07-17 16:10:48.706|2017-07-17 16:21:03.116|2017-07-17 16:13:00.964|TGF         | 95.3667| 22.8333|Fermi, GBM FSW     |
|bn170712117 |TGF170712117|     30.0667|2017-07-12 02:46:23.173|2017-07-12 02:56:37.582|2017-07-12 02:48:39.911|TGF         |275.5667| 21.2000|Fermi, GBM FSW     |
|bn170707554 |TGF170707554|     25.6167|2017-07-07 13:15:02.248|2017-07-07 13:25:16.658|2017-07-07 13:17:19.658|TGF         |120.0500|  9.4000|Fermi, GBM FSW     |
|bn170704575 |TGF170704575|     34.0000|2017-07-04 13:45:47.574|2017-07-04 13:56:01.983|2017-07-04 13:48:00.136|TGF         |102.5667| -5.9833|Fermi, GBM FSW     |
|bn170704510 |TGF170704510|     19.8333|2017-07-04 12:12:52.209|2017-07-04 12:23:06.619|2017-07-04 12:15:05.907|TGF         |133.8000| -2.4833|Fermi, GBM FSW     |
|bn170702203 |TGF170702203|     33.1000|2017-07-02 04:49:50.512|2017-07-02 05:00:04.918|2017-07-02 04:52:08.817|TGF         |282.1000|  6.7000|Fermi, GBM FSW     |
|bn170629303 |TGF170629303|     32.8000|2017-06-29 07:13:25.534|2017-06-29 07:23:39.940|2017-06-29 07:15:39.807|TGF         |298.2000| 18.1833|Fermi, GBM FSW     |
|bn170621896 |TGF170621896|     26.6333|2017-06-21 21:27:29.922|2017-06-21 21:37:44.331|2017-06-21 21:29:47.924|TGF         | 92.5333| -3.0167|Fermi, GBM         |
|bn170619878 |TGF170619878|     28.2500|2017-06-19 21:02:08.478|2017-06-19 21:11:09.159|2017-06-19 21:04:26.592|TGF         |278.4833| 10.3500|Fermi, GBM FSW     |
|bn170619685 |TGF170619685|     26.5333|2017-06-19 16:23:47.569|2017-06-19 16:34:01.980|2017-06-19 16:25:59.843|TGF         | 13.2500| -0.5500|Fermi, GBM FSW     |
|bn170619358 |TGF170619358|     34.8500|2017-06-19 08:33:39.622|2017-06-19 08:43:54.033|2017-06-19 08:35:51.848|TGF         |151.8833| -9.1500|Fermi, GBM FSW     |
|bn170618654 |TGF170618654|     27.0167|2017-06-18 15:39:27.445|2017-06-18 15:49:41.855|2017-06-18 15:41:45.527|TGF         |177.0667|-15.0167|Fermi, GBM FSW     |
|bn170615456 |TGF170615456|     31.8500|2017-06-15 10:53:59.811|2017-06-15 11:04:14.222|2017-06-15 10:56:14.997|TGF         |118.2500|  4.3833|Fermi, GBM FSW     |
|bn170609750 |TGF170609750|     29.1667|2017-06-09 17:58:02.500|2017-06-09 18:08:16.906|2017-06-09 18:00:17.413|TGF         |273.4500| 12.5333|Fermi, GBM FSW     |
|bn170609358 |TGF170609358|     34.5167|2017-06-09 08:34:00.562|2017-06-09 08:44:14.969|2017-06-09 08:36:12.915|TGF         | 81.9833| 20.7333|Fermi, GBM         |
|bn170608123 |TGF170608123|     18.3667|2017-06-08 02:54:55.686|2017-06-08 03:02:09.870|2017-06-08 02:57:09.177|TGF         |286.8667|  8.1667|Fermi, GBM FSW     |
|bn170601502 |TGF170601502|     34.8333|2017-06-01 12:00:38.592|2017-06-01 12:10:53.002|2017-06-01 12:02:51.250|TGF         |108.3667| 24.1500|Fermi, LAT         |
|bn170601224 |TGF170601224|     17.1000|2017-06-01 05:20:37.268|2017-06-01 05:30:51.678|2017-06-01 05:22:55.862|TGF         |138.7333| -1.2667|Fermi, GBM         |
|bn170530108 |TGF170530108|     28.3000|2017-05-30 02:33:59.582|2017-05-30 02:44:13.992|2017-05-30 02:36:13.920|TGF         |185.5000| -6.6333|Fermi, GBM FSW     |
|bn170527268 |TGF170527268|     23.4000|2017-05-27 06:22:56.100|2017-05-27 06:33:10.509|2017-05-27 06:25:14.870|TGF         |145.4167| -8.8333|Fermi, GBM FSW     |
|bn170509539 |TGF170509539|     34.8167|2017-05-09 12:53:13.426|2017-05-09 13:03:27.836|2017-05-09 12:55:29.156|TGF         | 27.3833| -1.0833|Fermi, GBM FSW     |
|bn170509445 |TGF170509445|     17.2167|2017-05-09 10:38:50.800|2017-05-09 10:49:05.210|2017-05-09 10:41:03.922|TGF         |270.3333| 13.7500|Fermi, GBM FSW     |
|bn170507854 |TGF170507854|     32.2500|2017-05-07 20:27:39.361|2017-05-07 20:37:45.579|2017-05-07 20:29:52.355|TGF         |105.3667|  0.3333|Fermi, GBM FSW     |
